PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Fare,Embarked,Survived
479,3,Passenger 479,female,37.7,1,2,31.01,C,0
480,1,Passenger 480,male,22.0,3,2,141.42,S,1
481,3,Passenger 481,male,20.9,3,1,35.9,S,0
482,2,Passenger 482,female,21.4,3,0,124.43,C,0
483,2,Passenger 483,male,14.0,3,2,39.5,S,0
484,3,Passenger 484,male,42.6,1,1,24.3,S,0
485,3,Passenger 485,male,23.0,1,2,113.46,S,0
486,3,Passenger 486,female,45.6,2,0,46.97,S,0
487,3,Passenger 487,male,37.4,1,2,19.8,S,0
488,3,Passenger 488,male,29.7,1,1,48.25,S,0
489,3,Passenger 489,male,41.3,3,2,26.2,Q,0
490,1,Passenger 490,male,16.8,1,2,6.74,Q,0
491,3,Passenger 491,female,19.1,3,0,70.02,C,1
492,3,Passenger 492,male,40.0,0,0,79.52,S,0
493,1,Passenger 493,male,1.0,0,0,144.08,Q,0
494,3,Passenger 494,male,30.2,0,0,46.42,S,1
495,1,Passenger 495,male,38.3,0,1,27.14,S,0
496,3,Passenger 496,male,48.4,0,2,64.59,S,0
497,3,Passenger 497,male,51.2,0,2,65.36,S,0
498,3,Passenger 498,male,28.2,0,2,122.81,S,0
499,1,Passenger 499,female,40.8,3,2,31.95,C,1
500,3,Passenger 500,male,18.7,3,1,29.01,S,0
501,1,Passenger 501,male,23.8,3,0,18.68,S,1
502,3,Passenger 502,male,49.1,3,2,50.91,S,0
503,3,Passenger 503,male,29.4,1,2,9.6,Q,0
504,3,Passenger 504,female,32.2,1,0,61.61,S,1
505,3,Passenger 505,male,15.5,2,0,53.0,S,0
506,3,Passenger 506,male,35.9,1,2,52.88,S,0
507,1,Passenger 507,female,40.6,3,0,36.99,S,1
508,2,Passenger 508,male,40.1,3,2,112.89,Q,0
509,3,Passenger 509,male,13.0,0,2,66.53,S,0
510,3,Passenger 510,male,44.0,0,2,20.38,S,0
511,1,Passenger 511,male,16.0,2,2,20.67,S,1
512,3,Passenger 512,male,29.6,1,2,16.38,C,0
513,2,Passenger 513,male,7.3,3,2,51.47,S,0
514,2,Passenger 514,male,27.5,1,0,14.88,S,1
515,3,Passenger 515,male,15.9,2,1,78.78,S,0
516,2,Passenger 516,male,23.7,0,1,95.43,S,1
517,1,Passenger 517,female,30.8,3,2,16.39,Q,1
518,1,Passenger 518,male,41.6,0,0,28.55,Q,0
519,3,Passenger 519,female,41.1,3,2,33.56,Q,1
520,3,Passenger 520,male,1.0,0,0,67.17,Q,0
521,3,Passenger 521,female,39.5,0,2,120.0,C,1
522,2,Passenger 522,male,32.9,2,2,8.6,S,0
523,3,Passenger 523,male,22.2,1,1,25.67,C,0
524,3,Passenger 524,female,17.7,0,0,26.77,S,0
525,3,Passenger 525,female,29.1,3,0,10.8,S,1
526,3,Passenger 526,male,33.2,1,1,22.46,S,0
527,2,Passenger 527,male,35.3,1,1,46.63,Q,0
528,3,Passenger 528,male,27.2,0,1,26.5,S,1
529,1,Passenger 529,female,1.0,0,1,9.62,C,1
530,2,Passenger 530,male,23.1,0,0,330.06,S,0
531,3,Passenger 531,female,13.4,1,0,40.97,S,0
532,3,Passenger 532,female,58.8,2,1,36.21,S,0
533,3,Passenger 533,female,30.8,0,2,13.76,S,0
534,3,Passenger 534,male,40.4,1,2,40.8,S,0
535,1,Passenger 535,male,38.9,1,2,29.04,S,0
536,1,Passenger 536,female,34.3,3,2,7.31,C,0
537,2,Passenger 537,male,24.2,0,0,14.07,S,0
538,3,Passenger 538,female,22.4,2,0,62.55,S,0
539,3,Passenger 539,male,1.7,3,0,156.84,S,0
540,1,Passenger 540,female,32.0,0,2,44.42,S,1
541,3,Passenger 541,male,34.2,3,1,80.04,S,0
542,2,Passenger 542,male,29.3,0,2,29.24,S,0
543,3,Passenger 543,female,32.0,3,0,30.9,S,0
544,3,Passenger 544,male,13.1,2,2,79.26,S,0
545,1,Passenger 545,female,25.9,3,1,125.24,C,1
546,3,Passenger 546,male,20.9,3,1,93.77,C,0
547,3,Passenger 547,male,39.3,3,2,14.11,S,0
548,3,Passenger 548,male,30.6,0,0,31.39,S,0
549,3,Passenger 549,male,21.0,0,0,41.35,S,0
550,1,Passenger 550,male,27.8,2,0,26.9,S,0
551,3,Passenger 551,female,15.4,3,2,45.16,C,0
552,3,Passenger 552,female,25.4,1,0,63.85,S,1
553,1,Passenger 553,male,38.2,3,2,73.87,S,0
554,2,Passenger 554,male,11.3,1,0,127.57,S,1
555,3,Passenger 555,female,29.1,1,1,25.44,Q,1
556,2,Passenger 556,female,19.5,3,1,11.12,C,1
557,3,Passenger 557,female,11.4,1,0,44.11,C,0
558,3,Passenger 558,female,56.1,1,2,149.46,S,1
559,3,Passenger 559,male,47.6,3,0,22.61,S,0
560,2,Passenger 560,male,21.6,0,2,57.37,S,0
561,2,Passenger 561,male,25.9,3,1,57.78,S,0
562,1,Passenger 562,male,1.7,2,2,38.6,S,1
563,3,Passenger 563,female,7.7,1,0,33.3,S,0
564,3,Passenger 564,male,14.2,2,1,15.82,S,1
565,3,Passenger 565,female,29.5,1,2,5.34,C,0
566,3,Passenger 566,female,28.4,0,2,13.61,S,0
567,2,Passenger 567,female,34.6,1,1,24.23,S,1
568,1,Passenger 568,female,39.5,3,0,79.67,S,1
569,3,Passenger 569,male,33.9,1,1,30.49,S,0
570,3,Passenger 570,female,14.9,2,0,21.86,S,1
571,2,Passenger 571,male,34.5,3,0,16.24,S,0
572,1,Passenger 572,male,38.9,2,2,56.01,S,0
573,1,Passenger 573,female,24.0,0,0,98.17,S,1
574,2,Passenger 574,male,4.2,2,0,77.54,S,0
575,3,Passenger 575,female,46.6,2,1,53.78,S,1
576,3,Passenger 576,female,31.2,2,1,10.17,S,1
577,3,Passenger 577,female,1.0,3,0,24.99,S,0
578,3,Passenger 578,male,59.0,0,2,157.25,S,0
579,3,Passenger 579,female,23.3,0,1,81.25,C,0
580,3,Passenger 580,male,64.1,0,2,9.68,S,0
581,1,Passenger 581,female,35.3,2,1,31.67,S,1
582,3,Passenger 582,male,27.2,3,1,44.28,Q,1
583,1,Passenger 583,female,32.6,3,0,18.0,C,1
584,2,Passenger 584,male,20.1,3,1,5.22,Q,0
585,1,Passenger 585,male,30.9,2,1,35.84,S,0
586,3,Passenger 586,male,58.1,0,2,17.63,S,0
587,2,Passenger 587,male,17.4,2,1,17.69,S,0
588,1,Passenger 588,female,37.5,3,1,24.93,S,0
589,3,Passenger 589,male,19.9,2,2,29.76,Q,0
590,3,Passenger 590,male,27.6,1,0,32.88,S,0
591,3,Passenger 591,male,57.7,0,0,16.33,C,0
592,3,Passenger 592,male,37.4,0,1,27.77,S,0
593,1,Passenger 593,male,40.4,3,1,8.12,S,0
594,1,Passenger 594,female,31.0,2,2,42.47,Q,1
595,3,Passenger 595,male,67.7,3,0,3.37,C,0
596,3,Passenger 596,male,16.7,2,0,26.27,Q,0
597,3,Passenger 597,male,7.9,1,0,69.09,C,0
598,3,Passenger 598,male,53.6,0,2,14.19,S,0
599,3,Passenger 599,male,24.7,0,2,58.74,S,0
600,3,Passenger 600,male,35.7,2,2,83.48,Q,0
601,2,Passenger 601,female,54.0,0,1,2.35,S,0
602,1,Passenger 602,male,35.9,2,0,29.34,S,0
603,3,Passenger 603,male,61.2,3,1,3.32,S,0
604,1,Passenger 604,male,31.9,1,1,30.13,S,0
605,2,Passenger 605,male,20.1,2,2,32.93,S,0
606,1,Passenger 606,female,1.0,1,0,4.54,C,1
607,2,Passenger 607,male,34.2,3,1,154.45,S,0
608,1,Passenger 608,female,1.0,3,0,41.63,S,1
609,1,Passenger 609,male,34.5,3,1,16.79,C,1
610,3,Passenger 610,male,50.4,2,2,106.94,S,0
611,3,Passenger 611,male,29.8,1,1,7.87,C,0
612,3,Passenger 612,male,32.7,1,2,12.39,S,0
613,3,Passenger 613,male,42.8,0,0,5.26,Q,0
614,1,Passenger 614,male,39.4,2,1,139.89,S,0
615,2,Passenger 615,male,46.2,0,1,43.2,S,0
616,1,Passenger 616,male,29.7,0,2,56.12,C,1
617,3,Passenger 617,male,1.0,2,2,42.13,C,0
618,3,Passenger 618,male,46.5,0,0,52.41,S,0
619,1,Passenger 619,female,26.7,0,2,35.25,Q,1
620,2,Passenger 620,male,17.7,0,0,41.13,S,0
621,3,Passenger 621,female,34.7,3,1,36.09,Q,0
622,3,Passenger 622,male,32.6,2,0,20.35,S,0
623,3,Passenger 623,male,19.5,3,0,31.9,S,0
624,2,Passenger 624,male,12.0,0,0,41.22,S,1
625,1,Passenger 625,male,36.6,0,1,36.18,S,0
626,3,Passenger 626,male,18.1,3,1,10.15,S,1
627,3,Passenger 627,male,31.6,0,2,11.29,S,1
628,3,Passenger 628,male,35.2,2,0,78.75,S,0
629,3,Passenger 629,male,43.6,1,1,25.9,S,0
630,3,Passenger 630,female,59.7,3,0,52.87,S,1
631,3,Passenger 631,male,33.3,1,0,13.82,C,0
632,2,Passenger 632,male,24.0,1,0,10.19,S,0
633,2,Passenger 633,male,53.2,1,1,16.86,C,0
634,3,Passenger 634,female,44.7,3,0,27.71,Q,0
635,2,Passenger 635,male,32.4,0,0,19.45,S,0
636,3,Passenger 636,male,33.3,2,2,93.24,Q,0
637,3,Passenger 637,female,30.4,0,0,38.23,S,0
638,3,Passenger 638,female,32.3,2,2,145.35,S,1
639,2,Passenger 639,male,28.6,0,0,45.77,S,0
640,2,Passenger 640,male,16.4,1,2,4.81,S,0
641,3,Passenger 641,female,30.1,1,1,77.08,C,1
642,3,Passenger 642,female,54.6,2,1,9.9,S,0
643,3,Passenger 643,male,18.6,3,0,39.82,S,0
644,3,Passenger 644,male,26.2,0,2,17.82,C,0
645,2,Passenger 645,male,17.5,1,1,183.86,S,0
646,3,Passenger 646,male,46.2,2,0,104.76,S,0
647,3,Passenger 647,female,41.6,0,0,18.29,S,1
648,3,Passenger 648,male,12.1,2,2,29.91,Q,1
649,1,Passenger 649,female,1.7,3,2,40.27,C,0
650,2,Passenger 650,female,42.1,3,0,66.07,S,0
651,3,Passenger 651,male,11.3,0,2,33.9,S,0
652,3,Passenger 652,male,41.6,3,2,14.59,S,0
653,3,Passenger 653,male,21.1,0,1,18.65,S,0
654,2,Passenger 654,male,39.7,0,2,33.0,C,0
655,1,Passenger 655,female,36.2,3,0,88.9,S,1
656,3,Passenger 656,male,22.5,2,2,46.63,S,0
657,1,Passenger 657,male,17.7,2,0,17.84,Q,0
658,3,Passenger 658,male,38.1,0,0,55.63,C,0
659,3,Passenger 659,female,20.3,1,2,24.3,S,1
660,3,Passenger 660,male,45.5,0,2,67.51,S,0
661,2,Passenger 661,male,18.3,2,2,250.04,S,0
662,3,Passenger 662,female,34.9,0,1,24.85,S,0
663,2,Passenger 663,male,24.5,2,1,62.88,S,0
664,2,Passenger 664,female,30.1,3,2,18.24,S,1
665,3,Passenger 665,male,20.2,0,0,30.27,C,0
666,3,Passenger 666,female,27.5,0,2,33.91,Q,0
667,3,Passenger 667,male,1.0,3,1,28.36,S,1
668,1,Passenger 668,male,18.6,3,1,237.56,S,0
669,1,Passenger 669,male,21.8,1,2,25.91,S,0
670,1,Passenger 670,male,29.0,3,0,52.96,Q,1
671,1,Passenger 671,male,48.1,1,0,7.07,C,0
672,3,Passenger 672,male,20.2,3,1,46.79,S,0
673,2,Passenger 673,female,49.8,2,1,82.57,S,0
674,3,Passenger 674,female,17.9,0,1,21.71,C,1
675,2,Passenger 675,male,14.5,3,0,4.45,S,1
676,2,Passenger 676,male,3.6,2,1,32.11,S,0
677,3,Passenger 677,male,38.5,3,1,33.57,S,0
678,2,Passenger 678,female,31.2,0,0,59.1,C,0
679,2,Passenger 679,male,37.7,3,1,165.46,S,0
680,2,Passenger 680,male,31.8,3,1,24.43,C,0
681,1,Passenger 681,female,29.9,0,2,16.69,S,0
682,3,Passenger 682,female,34.0,3,1,13.02,C,0
683,2,Passenger 683,male,60.1,0,2,38.8,S,0
684,3,Passenger 684,female,23.4,1,1,48.59,S,1
685,3,Passenger 685,female,58.8,3,1,21.4,C,1
686,3,Passenger 686,male,41.9,2,2,61.74,C,0
687,1,Passenger 687,male,35.1,3,1,48.05,Q,0
688,3,Passenger 688,female,37.8,0,2,34.28,S,0
689,1,Passenger 689,male,1.0,0,1,16.09,S,0
690,3,Passenger 690,male,26.3,2,2,22.52,S,0
691,3,Passenger 691,male,20.6,2,2,4.74,S,1
692,1,Passenger 692,female,59.6,0,1,39.99,C,0
693,3,Passenger 693,female,25.2,1,1,33.82,S,0
694,3,Passenger 694,male,29.6,1,2,38.5,S,0
695,3,Passenger 695,female,29.4,0,0,49.57,S,0
696,2,Passenger 696,female,11.7,1,1,45.09,S,0
697,3,Passenger 697,female,22.2,2,1,30.32,Q,0
698,3,Passenger 698,male,41.4,1,0,34.43,S,0
699,2,Passenger 699,male,1.0,2,0,10.77,S,0
700,3,Passenger 700,female,34.4,3,2,20.76,C,0
701,1,Passenger 701,male,17.4,2,1,34.48,S,0
702,1,Passenger 702,female,48.2,3,2,18.38,S,1
703,3,Passenger 703,female,35.5,2,1,65.9,S,0
704,3,Passenger 704,male,8.7,2,0,19.55,S,1
705,3,Passenger 705,female,24.2,1,2,39.37,S,0
706,3,Passenger 706,male,36.3,2,1,36.35,S,0
707,1,Passenger 707,male,25.7,0,1,60.16,S,0
708,1,Passenger 708,male,32.0,3,0,68.08,S,0
709,3,Passenger 709,male,29.7,3,0,57.7,S,0
710,1,Passenger 710,male,42.1,2,1,6.14,S,0
711,3,Passenger 711,female,36.2,0,0,86.08,Q,0
712,3,Passenger 712,female,29.3,2,0,112.38,S,1
713,1,Passenger 713,male,30.3,2,2,22.52,C,1
714,2,Passenger 714,female,14.8,1,1,40.02,S,0
715,3,Passenger 715,male,50.5,2,2,16.24,S,0
716,3,Passenger 716,male,71.5,2,0,6.97,S,0
717,3,Passenger 717,male,25.4,1,1,18.34,Q,0
718,3,Passenger 718,male,30.7,1,0,21.5,S,0
719,3,Passenger 719,female,44.2,0,0,24.93,S,0
720,2,Passenger 720,male,44.1,1,1,15.38,Q,1
721,1,Passenger 721,female,32.5,3,0,18.42,C,0
722,2,Passenger 722,female,16.3,3,2,32.83,S,0
723,1,Passenger 723,female,55.5,0,1,17.88,Q,1
724,1,Passenger 724,male,39.5,2,0,51.15,S,0
725,2,Passenger 725,male,33.1,0,0,57.13,S,0
726,2,Passenger 726,male,19.9,1,0,222.36,S,0
727,1,Passenger 727,female,30.8,2,1,81.5,S,1
728,3,Passenger 728,male,4.6,0,2,40.22,S,0
729,3,Passenger 729,male,40.4,0,0,20.16,C,0
730,1,Passenger 730,male,43.8,3,0,41.89,S,1
731,3,Passenger 731,male,33.2,0,0,43.0,S,1
732,1,Passenger 732,male,16.6,2,1,21.96,C,1
733,3,Passenger 733,male,36.3,0,0,61.99,S,0
734,1,Passenger 734,male,41.0,0,0,10.82,Q,0
735,3,Passenger 735,male,19.6,1,0,27.23,Q,0
736,1,Passenger 736,male,43.1,0,1,51.66,Q,0
737,3,Passenger 737,male,37.3,2,2,26.31,C,0
738,2,Passenger 738,male,26.2,3,1,28.07,S,0
739,3,Passenger 739,female,22.2,3,2,29.66,S,1
740,2,Passenger 740,male,27.5,3,2,16.97,S,0
741,1,Passenger 741,female,16.4,3,1,84.7,S,1
742,3,Passenger 742,male,33.6,1,0,14.67,S,0
743,1,Passenger 743,female,37.8,2,2,42.71,S,0
744,3,Passenger 744,male,46.4,1,0,46.1,Q,0
745,1,Passenger 745,male,34.2,3,2,15.5,Q,0
746,3,Passenger 746,male,35.5,1,0,35.11,S,1
747,3,Passenger 747,female,26.2,0,0,16.0,S,0
748,2,Passenger 748,male,17.8,2,1,100.77,S,0
749,1,Passenger 749,male,24.0,0,0,13.32,C,1
750,3,Passenger 750,male,50.0,1,2,19.63,S,0
751,3,Passenger 751,male,38.9,0,0,12.44,S,0
752,3,Passenger 752,male,35.7,1,0,11.18,S,0
753,2,Passenger 753,male,4.6,1,0,118.27,S,0
754,3,Passenger 754,male,34.4,2,2,51.12,Q,0
755,2,Passenger 755,male,11.4,2,2,37.05,S,0
756,2,Passenger 756,female,12.4,2,2,19.58,S,0
757,3,Passenger 757,male,14.0,3,0,68.45,C,0
758,2,Passenger 758,male,19.2,2,1,17.13,C,0
759,2,Passenger 759,female,41.7,0,2,62.48,C,1
760,2,Passenger 760,male,33.2,2,0,16.48,S,0
761,3,Passenger 761,male,16.8,2,2,19.77,S,0
762,3,Passenger 762,female,21.9,2,1,60.74,S,0
763,3,Passenger 763,male,37.0,1,0,66.09,S,0
764,3,Passenger 764,male,39.8,1,2,53.41,S,0
765,3,Passenger 765,female,31.9,2,2,14.3,S,1
766,3,Passenger 766,female,13.9,1,1,23.16,S,1
767,1,Passenger 767,male,24.2,1,2,37.54,Q,0
768,1,Passenger 768,male,63.3,3,0,16.79,S,0
769,1,Passenger 769,male,13.0,0,0,99.16,Q,1
770,3,Passenger 770,male,35.2,1,1,4.85,S,1
771,3,Passenger 771,male,59.7,0,1,17.76,S,0
772,2,Passenger 772,male,26.2,1,1,22.03,S,0
773,2,Passenger 773,female,55.7,2,0,3.4,C,0
774,3,Passenger 774,female,20.4,1,1,10.84,S,0
775,3,Passenger 775,male,2.4,1,2,54.61,C,0
776,3,Passenger 776,male,21.9,0,2,33.93,S,0
777,2,Passenger 777,male,19.4,2,0,116.57,Q,0
778,1,Passenger 778,male,6.6,3,2,114.0,S,0
779,1,Passenger 779,male,24.2,0,1,46.83,C,0
780,1,Passenger 780,female,43.9,2,2,42.55,S,1
781,2,Passenger 781,male,21.7,2,1,34.91,C,0
782,3,Passenger 782,female,24.7,0,2,3.96,S,1
783,1,Passenger 783,male,49.2,1,0,10.85,S,0
784,1,Passenger 784,male,19.5,2,1,35.89,Q,0
785,1,Passenger 785,male,38.7,3,2,54.21,S,0
786,3,Passenger 786,male,6.1,1,0,41.75,S,0
787,3,Passenger 787,female,16.5,0,2,16.22,C,1
788,3,Passenger 788,female,27.0,0,0,70.1,S,0
789,2,Passenger 789,male,46.9,0,2,108.41,S,0
790,2,Passenger 790,male,17.2,0,1,70.13,S,0
791,1,Passenger 791,male,17.1,3,1,73.09,C,0
792,1,Passenger 792,female,33.8,3,1,21.17,S,1
793,3,Passenger 793,female,36.1,2,1,78.32,S,1
794,3,Passenger 794,male,15.5,3,1,37.21,S,0
795,3,Passenger 795,male,22.7,0,2,49.86,C,0
796,3,Passenger 796,male,45.2,3,2,44.36,Q,0
797,3,Passenger 797,male,13.5,1,2,30.05,C,1
798,1,Passenger 798,male,34.8,1,2,16.64,S,0
799,3,Passenger 799,male,22.8,2,1,31.01,S,0
800,1,Passenger 800,female,49.6,0,0,72.92,S,1
801,3,Passenger 801,male,38.1,3,1,23.26,S,1
802,2,Passenger 802,male,42.3,2,2,67.67,Q,0
803,2,Passenger 803,female,22.5,2,1,59.72,C,1
804,3,Passenger 804,male,41.5,3,1,26.07,S,1
805,2,Passenger 805,male,41.2,2,1,100.59,S,0
806,2,Passenger 806,male,37.3,0,0,24.92,S,0
807,2,Passenger 807,male,26.0,3,1,110.79,S,1
808,2,Passenger 808,male,32.3,1,1,46.87,S,0
809,3,Passenger 809,male,4.1,1,0,32.7,S,0
810,3,Passenger 810,female,54.6,3,1,16.28,S,0
811,3,Passenger 811,male,21.5,2,1,30.86,Q,1
812,1,Passenger 812,female,25.3,2,1,28.13,S,0
813,3,Passenger 813,male,11.6,1,1,12.1,S,0
814,1,Passenger 814,female,39.4,1,1,27.82,S,1
815,1,Passenger 815,female,37.4,0,2,17.41,Q,1
816,2,Passenger 816,female,25.9,2,1,52.92,C,1
817,3,Passenger 817,male,1.0,0,0,94.16,S,0
818,1,Passenger 818,female,20.0,1,1,12.41,S,1
819,1,Passenger 819,male,36.4,1,2,130.3,S,0
820,3,Passenger 820,female,33.5,1,0,29.88,S,1
821,2,Passenger 821,male,29.4,1,0,15.18,S,0
822,3,Passenger 822,male,24.1,0,1,60.72,S,0
823,3,Passenger 823,male,7.9,1,2,23.17,S,0
824,2,Passenger 824,female,43.5,3,1,31.02,S,0
825,1,Passenger 825,male,9.8,2,2,23.96,S,0
826,1,Passenger 826,female,27.1,1,2,17.23,S,0
827,3,Passenger 827,female,15.5,2,1,59.1,S,0
828,3,Passenger 828,male,43.9,1,2,26.34,S,0
829,1,Passenger 829,male,38.1,0,1,10.49,S,0
830,1,Passenger 830,female,25.0,2,2,51.46,S,1
831,1,Passenger 831,male,39.7,0,0,12.62,C,0
832,3,Passenger 832,male,9.1,1,1,13.16,C,0
833,3,Passenger 833,female,28.9,3,2,85.98,C,1
834,2,Passenger 834,female,15.2,3,0,12.72,S,1
835,3,Passenger 835,female,44.4,3,0,5.19,C,0
836,3,Passenger 836,male,35.2,3,0,54.5,S,0
837,3,Passenger 837,male,39.1,3,0,25.97,Q,0
838,1,Passenger 838,male,22.3,0,1,27.82,S,0
839,1,Passenger 839,male,40.4,3,2,25.75,S,1
840,1,Passenger 840,male,14.4,1,0,39.86,S,0
841,3,Passenger 841,male,16.4,0,2,18.13,Q,1
842,3,Passenger 842,male,27.5,0,2,107.87,Q,1
843,3,Passenger 843,female,16.9,3,2,10.17,C,0
844,1,Passenger 844,female,39.9,2,1,47.27,S,1
845,2,Passenger 845,female,23.4,1,1,55.35,S,0
846,2,Passenger 846,male,14.9,0,0,18.03,Q,0
847,3,Passenger 847,male,13.1,1,2,14.6,S,0
848,2,Passenger 848,female,39.8,2,1,74.72,Q,0
849,1,Passenger 849,male,1.0,0,1,14.99,S,0
850,3,Passenger 850,male,15.8,1,1,20.38,S,0
851,2,Passenger 851,male,49.6,3,0,67.35,C,0
852,3,Passenger 852,male,25.2,0,1,34.05,S,0
853,1,Passenger 853,male,40.0,0,2,7.86,Q,0
854,3,Passenger 854,female,36.0,0,1,133.97,S,0
855,3,Passenger 855,female,27.3,0,1,21.67,Q,1
856,3,Passenger 856,male,6.8,3,0,23.99,S,0
857,3,Passenger 857,male,11.4,2,2,40.63,S,0
858,3,Passenger 858,female,11.2,2,1,54.6,S,1
859,3,Passenger 859,male,36.7,1,2,159.0,S,0
860,3,Passenger 860,male,39.4,3,2,8.78,S,0
861,3,Passenger 861,female,17.7,3,1,64.12,Q,0
862,2,Passenger 862,female,28.9,1,0,60.0,S,0
863,2,Passenger 863,female,30.1,3,2,29.67,S,1
864,1,Passenger 864,male,31.1,3,1,62.17,Q,1
865,3,Passenger 865,male,19.3,0,2,69.92,S,0
866,3,Passenger 866,female,52.9,0,2,10.96,S,1
867,3,Passenger 867,male,39.5,0,2,134.26,S,0
868,1,Passenger 868,female,31.0,3,1,9.52,C,0
869,2,Passenger 869,male,22.7,3,2,13.35,S,0
870,1,Passenger 870,female,18.3,2,2,26.86,S,1
871,3,Passenger 871,male,35.6,0,0,154.46,Q,0
872,1,Passenger 872,male,23.4,1,1,25.88,C,0
873,3,Passenger 873,male,31.9,3,1,32.28,S,0
874,1,Passenger 874,female,3.4,0,2,104.13,C,1
875,2,Passenger 875,male,22.6,2,0,26.04,Q,1
876,3,Passenger 876,male,28.5,0,2,12.9,S,0
877,3,Passenger 877,female,43.5,2,2,23.72,C,0
878,1,Passenger 878,male,17.1,2,1,99.15,S,0
879,3,Passenger 879,male,9.2,3,0,35.05,S,0
880,1,Passenger 880,male,36.2,2,2,155.17,S,1
881,3,Passenger 881,female,29.1,2,1,59.76,S,0
882,3,Passenger 882,male,5.9,1,2,19.77,S,1
883,2,Passenger 883,male,6.6,2,2,34.5,C,0
884,3,Passenger 884,female,20.9,1,0,16.73,S,0
885,1,Passenger 885,male,28.8,1,0,19.4,S,0
886,3,Passenger 886,male,49.4,0,0,1191.86,S,0
887,3,Passenger 887,male,14.9,0,2,74.81,C,1
888,3,Passenger 888,female,37.5,3,0,65.95,S,1
889,2,Passenger 889,male,2.5,3,1,20.11,S,1
890,2,Passenger 890,female,35.1,3,2,116.24,S,1
891,1,Passenger 891,female,51.1,2,0,79.8,C,1
892,3,Passenger 892,male,32.0,0,2,149.2,S,0
893,3,Passenger 893,female,20.6,2,2,143.52,C,0
894,3,Passenger 894,male,47.3,0,1,10.14,S,0
895,3,Passenger 895,male,34.9,2,1,13.63,S,0
896,1,Passenger 896,male,32.2,3,1,14.83,S,0
897,1,Passenger 897,female,15.8,0,2,15.56,Q,1
898,1,Passenger 898,male,35.1,0,2,42.9,S,1
899,1,Passenger 899,male,20.4,1,1,21.04,S,0
900,1,Passenger 900,male,34.4,0,2,173.83,S,0
